Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-823,1140,Male,Manufacturing Director,Single,No,Y,3,34,1,1003,2,Associates Degree,1,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1779,2187,Female,Manufacturing Director,Married,No,Y,2,31,1,798,7,Associates Degree,1,3,48,2,3,3,8943,14034,1,24,4,1,80,1,10,3,10,9,8,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1991,2399,Male,Manufacturing Director,Divorced,No,Y,4,27,1,294,10,Associates Degree,1,4,32,3,3,1,8793,4809,1,21,4,3,80,2,9,2,9,7,1,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2276,2684,Male,Manufacturing Director,Single,No,Y,3,34,1,1003,2,Associates Degree,1,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-56,73,Female,Research Director,Single,Yes,Y,1,33,1,515,1,Associates Degree,1,1,98,3,3,4,13458,15146,1,12,3,3,80,0,15,3,15,14,8,12
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1509,1917,Female,Research Director,Single,Yes,Y,1,33,1,515,1,Associates Degree,1,1,98,3,3,4,13458,15146,1,12,3,3,80,0,15,3,15,14,8,12
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-882,1235,Female,Research Scientist,Single,Yes,Y,2,32,1,1316,2,Associates Degree,1,4,38,3,2,3,4998,2338,4,14,3,4,80,0,10,3,8,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2335,2743,Female,Research Scientist,Single,Yes,Y,2,32,1,1316,2,Associates Degree,1,4,38,3,2,3,4998,2338,4,14,3,4,80,0,10,3,8,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-510,692,Male,Healthcare Representative,Divorced,No,Y,2,33,1,1296,6,Bachelor's Degree,1,3,30,3,2,4,7725,5335,3,23,4,3,80,1,15,1,13,11,4,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1312,1753,Male,Healthcare Representative,Single,Yes,Y,5,29,1,461,1,Bachelor's Degree,1,4,70,4,2,3,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1963,2371,Male,Healthcare Representative,Divorced,No,Y,2,33,1,1296,6,Bachelor's Degree,1,3,30,3,2,4,7725,5335,3,23,4,3,80,1,15,1,13,11,4,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2765,3173,Male,Healthcare Representative,Single,Yes,Y,5,29,1,461,1,Bachelor's Degree,1,4,70,4,2,3,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-261,359,Male,Laboratory Technician,Married,No,Y,3,32,1,1311,7,Bachelor's Degree,1,2,100,4,1,2,2794,26062,1,20,4,3,80,0,5,1,5,1,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-930,1296,Male,Laboratory Technician,Married,Yes,Y,2,28,1,193,2,Bachelor's Degree,1,4,52,2,1,4,3867,14222,1,12,3,2,80,1,2,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1714,2122,Male,Laboratory Technician,Married,No,Y,3,32,1,1311,7,Bachelor's Degree,1,2,100,4,1,2,2794,26062,1,20,4,3,80,0,5,1,5,1,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2383,2791,Male,Laboratory Technician,Married,Yes,Y,2,28,1,193,2,Bachelor's Degree,1,4,52,2,1,4,3867,14222,1,12,3,2,80,1,2,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-279,384,Female,Manufacturing Director,Divorced,No,Y,6,26,1,1479,1,Bachelor's Degree,1,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,1,6,5,1,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1732,2140,Female,Manufacturing Director,Divorced,No,Y,6,26,1,1479,1,Bachelor's Degree,1,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,1,6,5,1,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-121,159,Male,Research Scientist,Divorced,No,Y,2,30,1,1312,23,Bachelor's Degree,1,1,96,1,1,3,2613,22310,1,25,4,3,80,3,10,2,10,7,0,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-824,1143,Female,Research Scientist,Divorced,No,Y,2,29,1,490,10,Bachelor's Degree,1,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-828,1154,Male,Research Scientist,Divorced,Yes,Y,2,28,1,773,6,Bachelor's Degree,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1012,1870,Female,Research Scientist,Married,No,Y,2,27,1,1131,15,Bachelor's Degree,1,4,77,2,1,1,4774,23844,0,19,3,4,80,1,8,2,7,6,7,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1128,1720,Male,Research Scientist,Married,No,Y,3,32,1,585,10,Bachelor's Degree,1,1,56,3,1,3,3433,17360,6,13,3,1,80,1,10,2,5,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1366,1956,Male,Research Scientist,Married,No,Y,6,31,1,1125,1,Bachelor's Degree,1,4,48,1,2,1,5003,5771,1,21,4,2,80,0,10,3,10,8,8,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1574,1982,Male,Research Scientist,Divorced,No,Y,2,30,1,1312,23,Bachelor's Degree,1,1,96,1,1,3,2613,22310,1,25,4,3,80,3,10,2,10,7,0,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2277,2685,Female,Research Scientist,Divorced,No,Y,2,29,1,490,10,Bachelor's Degree,1,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2281,2689,Male,Research Scientist,Divorced,Yes,Y,2,28,1,773,6,Bachelor's Degree,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2465,2873,Female,Research Scientist,Married,No,Y,2,27,1,1131,15,Bachelor's Degree,1,4,77,2,1,1,4774,23844,0,19,3,4,80,1,8,2,7,6,7,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2581,2989,Male,Research Scientist,Married,No,Y,3,32,1,585,10,Bachelor's Degree,1,1,56,3,1,3,3433,17360,6,13,3,1,80,1,10,2,5,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2819,3227,Male,Research Scientist,Married,No,Y,6,31,1,1125,1,Bachelor's Degree,1,4,48,1,2,1,5003,5771,1,21,4,2,80,0,10,3,10,8,8,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-795,1103,Male,Healthcare Representative,Single,No,Y,1,34,1,618,3,High School,1,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1120,1590,Male,Healthcare Representative,Divorced,No,Y,0,29,1,995,2,High School,1,1,87,3,2,4,8853,24483,1,19,3,4,80,1,6,4,6,4,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2248,2656,Male,Healthcare Representative,Single,No,Y,1,34,1,618,3,High School,1,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2573,2981,Male,Healthcare Representative,Divorced,No,Y,0,29,1,995,2,High School,1,1,87,3,2,4,8853,24483,1,19,3,4,80,1,6,4,6,4,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1014,1513,Female,Laboratory Technician,Married,No,Y,3,29,1,410,2,High School,1,4,97,3,1,2,3180,4668,0,13,3,3,80,3,4,3,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2467,2875,Female,Laboratory Technician,Married,No,Y,3,29,1,410,2,High School,1,4,97,3,1,2,3180,4668,0,13,3,3,80,3,4,3,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-189,256,Male,Manufacturing Director,Married,No,Y,2,34,1,1069,2,High School,1,4,45,2,2,3,9547,14074,1,17,3,3,80,0,10,2,10,9,1,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-727,1011,Female,Manufacturing Director,Married,No,Y,1,31,1,853,1,High School,1,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,3,4,3,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1124,1653,Male,Manufacturing Director,Divorced,No,Y,6,25,1,772,2,High School,1,4,77,4,2,3,5206,4973,1,17,3,3,80,2,7,3,7,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1642,2050,Male,Manufacturing Director,Married,No,Y,2,34,1,1069,2,High School,1,4,45,2,2,3,9547,14074,1,17,3,3,80,0,10,2,10,9,1,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2180,2588,Female,Manufacturing Director,Married,No,Y,1,31,1,853,1,High School,1,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,3,4,3,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2577,2985,Male,Manufacturing Director,Divorced,No,Y,6,25,1,772,2,High School,1,4,77,4,2,3,5206,4973,1,17,3,3,80,2,7,3,7,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-559,772,Male,Laboratory Technician,Married,No,Y,2,32,1,430,24,Master's Degree,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,3,10,8,4,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2012,2420,Male,Laboratory Technician,Married,No,Y,2,32,1,430,24,Master's Degree,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,3,10,8,4,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-314,428,Female,Manager,Married,No,Y,2,33,1,553,5,Master's Degree,1,4,74,3,3,2,11878,23364,6,11,3,2,80,2,12,3,10,6,8,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1767,2175,Female,Manager,Married,No,Y,2,33,1,553,5,Master's Degree,1,4,74,3,3,2,11878,23364,6,11,3,2,80,2,12,3,10,6,8,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1121,1615,Male,Manufacturing Director,Divorced,No,Y,3,34,1,426,10,Master's Degree,1,3,42,4,2,4,4724,17000,1,13,3,1,80,1,9,3,9,7,7,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2574,2982,Male,Manufacturing Director,Divorced,No,Y,3,34,1,426,10,Master's Degree,1,3,42,4,2,4,4724,17000,1,13,3,1,80,1,9,3,9,7,7,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-520,710,Male,Research Scientist,Divorced,No,Y,5,29,1,806,1,Master's Degree,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,3,10,7,2,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-607,838,Female,Research Scientist,Single,No,Y,3,34,1,702,16,Master's Degree,1,3,100,2,1,4,2553,8306,1,16,3,3,80,0,6,3,5,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-624,861,Male,Research Scientist,Divorced,No,Y,3,30,1,1012,5,Master's Degree,1,2,75,2,1,4,3761,2373,9,12,3,2,80,1,10,2,5,4,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1973,2381,Male,Research Scientist,Divorced,No,Y,5,29,1,806,1,Master's Degree,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,3,10,7,2,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2060,2468,Female,Research Scientist,Single,No,Y,3,34,1,702,16,Master's Degree,1,3,100,2,1,4,2553,8306,1,16,3,3,80,0,6,3,5,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2077,2485,Male,Research Scientist,Divorced,No,Y,3,30,1,1012,5,Master's Degree,1,2,75,2,1,4,3761,2373,9,12,3,2,80,1,10,2,5,4,0,3
Yes,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-6,8,Male,Laboratory Technician,Single,No,Y,2,32,1,1005,2,Associates Degree,1,4,79,3,1,4,3068,11864,0,13,3,3,80,0,8,2,7,7,3,6
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1436,1939,Female,Research Scientist,Single,Yes,Y,2,32,0,238,5,Associates Degree,1,1,47,4,1,3,2432,15318,3,14,3,1,80,0,8,3,4,1,0,3
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1467,1868,Male,Research Scientist,Single,Yes,Y,3,29,0,459,24,Associates Degree,1,4,73,2,1,4,2439,14753,1,24,4,2,80,0,1,2,1,0,1,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2889,3297,Female,Research Scientist,Single,Yes,Y,2,32,0,238,5,Associates Degree,1,1,47,4,1,3,2432,15318,3,14,3,1,80,0,8,3,4,1,0,3
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2920,3328,Male,Research Scientist,Single,Yes,Y,3,29,0,459,24,Associates Degree,1,4,73,2,1,4,2439,14753,1,24,4,2,80,0,1,2,1,0,1,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-440,587,Male,Healthcare Representative,Married,No,Y,2,31,0,534,20,Bachelor's Degree,1,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1893,2301,Male,Healthcare Representative,Married,No,Y,2,31,0,534,20,Bachelor's Degree,1,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-112,147,Male,Laboratory Technician,Single,Yes,Y,3,34,0,658,7,Bachelor's Degree,1,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,9,7,0,6
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1445,1464,Male,Laboratory Technician,Married,Yes,Y,2,31,0,523,2,Bachelor's Degree,1,2,94,3,1,4,3722,21081,6,13,3,3,80,1,7,1,2,2,2,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1565,1973,Male,Laboratory Technician,Single,Yes,Y,3,34,0,658,7,Bachelor's Degree,1,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,9,7,0,6
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2898,3306,Male,Laboratory Technician,Married,Yes,Y,2,31,0,523,2,Bachelor's Degree,1,2,94,3,1,4,3722,21081,6,13,3,3,80,1,7,1,2,2,2,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-515,702,Male,Research Scientist,Single,Yes,Y,3,33,0,1076,3,Bachelor's Degree,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,10,8,9,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-763,1053,Male,Research Scientist,Married,Yes,Y,2,26,0,342,2,Bachelor's Degree,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1404,1537,Female,Research Scientist,Single,No,Y,2,31,0,561,3,Bachelor's Degree,1,4,33,3,1,3,4084,4156,1,12,3,1,80,0,7,1,7,2,7,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1968,2376,Male,Research Scientist,Single,Yes,Y,3,33,0,1076,3,Bachelor's Degree,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,10,8,9,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2216,2624,Male,Research Scientist,Married,Yes,Y,2,26,0,342,2,Bachelor's Degree,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2857,3265,Female,Research Scientist,Single,No,Y,2,31,0,561,3,Bachelor's Degree,1,4,33,3,1,3,4084,4156,1,12,3,1,80,0,7,1,7,2,7,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1403,1459,Female,Manufacturing Director,Single,No,Y,2,31,0,1445,1,Doctoral Degree,1,3,100,4,3,2,7446,8931,1,11,3,1,80,0,10,3,10,8,4,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2856,3264,Female,Manufacturing Director,Single,No,Y,2,31,0,1445,1,Doctoral Degree,1,3,100,4,3,2,7446,8931,1,11,3,1,80,0,10,3,10,8,4,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-27,33,Female,Research Scientist,Single,Yes,Y,5,32,0,1125,16,High School,1,2,72,1,1,1,3919,4681,1,22,4,2,80,0,10,3,10,2,6,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1480,1888,Female,Research Scientist,Single,Yes,Y,5,32,0,1125,16,High School,1,2,72,1,1,1,3919,4681,1,22,4,2,80,0,10,3,10,2,6,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1411,1807,Male,Laboratory Technician,Married,No,Y,3,34,0,234,9,Master's Degree,1,4,93,3,2,1,5346,6208,4,17,3,3,80,1,11,2,7,1,0,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2864,3272,Male,Laboratory Technician,Married,No,Y,3,34,0,234,9,Master's Degree,1,4,93,3,2,1,5346,6208,4,17,3,3,80,1,11,2,7,1,0,7
Yes,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-4,5,Female,Research Scientist,Married,Yes,Y,3,33,1,1392,3,Master's Degree,1,4,56,3,1,3,2909,23159,1,11,3,3,80,0,8,3,8,7,3,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-400,530,Male,Laboratory Technician,Married,No,Y,3,31,1,329,1,Associates Degree,1,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,4,2,3,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-794,1102,Male,Laboratory Technician,Divorced,No,Y,5,28,1,895,15,Associates Degree,1,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1853,2261,Male,Laboratory Technician,Married,No,Y,3,31,1,329,1,Associates Degree,1,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,4,2,3,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2247,2655,Male,Laboratory Technician,Divorced,No,Y,5,28,1,895,15,Associates Degree,1,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-531,725,Female,Manufacturing Director,Married,No,Y,3,27,1,608,1,Associates Degree,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1984,2392,Female,Manufacturing Director,Married,No,Y,3,27,1,608,1,Associates Degree,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-532,727,Female,Research Director,Single,No,Y,6,32,1,1018,3,Associates Degree,1,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-731,1015,Female,Research Director,Married,Yes,Y,4,30,1,153,8,Associates Degree,1,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,2,8,7,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1985,2393,Female,Research Director,Single,No,Y,6,32,1,1018,3,Associates Degree,1,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2184,2592,Female,Research Director,Married,Yes,Y,4,30,1,153,8,Associates Degree,1,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,2,8,7,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-290,395,Female,Research Scientist,Single,No,Y,3,28,1,1117,8,Associates Degree,1,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,5,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-482,649,Male,Research Scientist,Married,Yes,Y,3,34,1,254,1,Associates Degree,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,6,5,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-595,824,Male,Research Scientist,Married,No,Y,3,29,1,1252,23,Associates Degree,1,3,81,4,1,3,2700,23779,1,24,4,3,80,1,10,3,10,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-903,1259,Male,Research Scientist,Divorced,No,Y,2,27,1,1167,4,Associates Degree,1,1,76,3,1,3,2517,3208,1,11,3,2,80,3,5,3,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-913,1275,Male,Research Scientist,Single,Yes,Y,2,26,1,583,4,Associates Degree,1,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,8,5,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1044,1555,Female,Research Scientist,Married,No,Y,2,32,1,824,5,Associates Degree,1,4,67,2,2,2,5878,15624,3,12,3,1,80,1,12,3,7,1,2,5
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1277,1893,Female,Research Scientist,Married,Yes,Y,3,26,1,482,1,Associates Degree,1,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1743,2151,Female,Research Scientist,Single,No,Y,3,28,1,1117,8,Associates Degree,1,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,5,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1935,2343,Male,Research Scientist,Married,Yes,Y,3,34,1,254,1,Associates Degree,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,6,5,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2048,2456,Male,Research Scientist,Married,No,Y,3,29,1,1252,23,Associates Degree,1,3,81,4,1,3,2700,23779,1,24,4,3,80,1,10,3,10,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2356,2764,Male,Research Scientist,Divorced,No,Y,2,27,1,1167,4,Associates Degree,1,1,76,3,1,3,2517,3208,1,11,3,2,80,3,5,3,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2366,2774,Male,Research Scientist,Single,Yes,Y,2,26,1,583,4,Associates Degree,1,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,8,5,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2497,2905,Female,Research Scientist,Married,No,Y,2,32,1,824,5,Associates Degree,1,4,67,2,2,2,5878,15624,3,12,3,1,80,1,12,3,7,1,2,5
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2730,3138,Female,Research Scientist,Married,Yes,Y,3,26,1,482,1,Associates Degree,1,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-89,117,Male,Healthcare Representative,Married,No,Y,3,30,1,288,2,Bachelor's Degree,1,3,99,2,2,4,4152,15830,1,19,3,1,80,3,11,3,11,10,10,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-695,969,Female,Healthcare Representative,Single,No,Y,3,33,1,1069,1,Bachelor's Degree,1,2,42,2,2,4,6949,12291,0,14,3,1,80,0,6,3,5,0,1,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-791,1099,Male,Healthcare Representative,Divorced,No,Y,2,33,1,654,5,Bachelor's Degree,1,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-904,1260,Male,Healthcare Representative,Divorced,Yes,Y,2,29,1,1329,7,Bachelor's Degree,1,3,82,3,2,4,6623,4204,1,11,3,2,80,2,6,3,6,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-959,1344,Male,Healthcare Representative,Divorced,No,Y,0,34,1,943,9,Bachelor's Degree,1,4,86,3,3,4,8500,5494,0,11,3,4,80,1,10,2,9,7,1,6
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1173,1954,Male,Healthcare Representative,Married,No,Y,5,29,1,136,1,Bachelor's Degree,1,1,89,3,2,1,5373,6225,0,12,3,1,80,1,6,2,5,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1190,1763,Male,Healthcare Representative,Married,No,Y,3,30,1,305,16,Bachelor's Degree,1,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,7,0,1,7
